1.5341,60.7,60.552,60.633,60.615
1.9526,84.394,84.55,73.913,74.39
1.248,78.869,76.901,73.228,74.198
1.5576,62.05,69.822,86.842,82.03
0.72436,73.032,72.85,66.327,66.31
0.9528,74.055,70.928,70.27,65.233
1.8071,87.665,83.952,84.615,78.139
2.9796,57.376,69.482,44.094,58.622
2.0603,104.58,95.467,91.724,84.484
2.833,94.887,87.599,82.096,78.983
2.3883,89.686,91.474,83.815,83.78
3.1129,75.963,82.504,66.81,74.299
2.3592,103.52,93.545,94.41,83.843
2.4198,126.33,104.52,93.427,83.199
2.2098,24.727,46.722,28.042,45.667
2.4942,84.557,70.631,81.373,68.058
2.2578,5.5452,18.749,19.429,29.179
2.8403,13.148,27.595,26.613,37.955
1.541,32.107,31.202,39.456,37.464
1.2719,56.864,46.648,68.571,54.037
0.47908,44.486,44.383,23.529,33.666
