1.5638,76.684,76.823,75.207,76.17
1.6132,90.767,87.688,94.898,91.552
0.85713,81.639,79.175,89.231,85.021
2.1622,93.37,88.117,74.37,71.642
3.6416,69.995,63.517,74.007,62.87
3.4084,51.161,58.701,44.928,55.743
3.6941,88.124,83.235,93.59,85.121
2.0177,45.177,62.842,45.625,62.539
2.9096,98.237,98.403,35.632,44.93
2.6503,84.305,83.229,58.431,57.738
3.2695,-14.855,26.264,7.0248,33.395
3.3498,78.15,71.666,78.022,69.975
3.4665,112.81,95.709,93.258,84.529
2.4099,73.577,76.867,75.661,75.717
2.1744,112.17,105.92,68.67,64.616
2.7057,129.79,103.92,81.315,71.788
3.3604,72.095,71.957,74.725,69.63
3.0096,65.759,70.293,48.826,60.218
3.4891,89.305,89.049,86.864,84.314
3.0175,87.955,87.83,88.636,86.234
2.9562,72.054,84.996,58.868,66.697
3.4831,88.331,89.927,86.94,83.065
2.6389,107.99,94.283,93.367,85.006
3.0594,45.167,58.766,46.226,56.947
3.9346,96.928,82.069,95.113,80.36
3.2024,63.819,67.751,63.596,68.496
2.7661,85.848,85.998,76.943,76.932
3.1322,85.869,88.093,79.464,81.186
3.3704,87.715,83.622,82.083,78.895
3.7445,29.291,48.12,33.462,51.053
4.1094,57.121,59.397,62.324,63.645
3.1686,51.318,55.794,57.407,60.424
3.0717,97.138,90.928,82.5,79.565
3.1478,95.168,91.903,89.655,85.968
3.9553,94.336,86.178,94.636,86.461
4.0035,56.646,59.829,66.795,67.355
4.0067,74.954,63.534,76.208,67.192
2.9603,53.021,53.13,57.763,57.754
3.0544,58.006,74.209,54.701,66.999
3.3571,100.03,93.977,93.089,87.34
4.4382,80.843,77.116,88.449,80.124
3.8708,46.249,54.255,53.668,59.259
2.9858,42.855,49.159,51.724,56.969
2.6776,32.792,42.183,39.674,49.16
3.1795,100.37,87.465,76.639,73.341
3.6656,84.485,83.504,74.131,76.509
3.7878,70.942,71.074,70.751,70.661
3.6557,51.359,62.268,33.061,52.372
2.9017,81.38,70.689,84.184,73.212
2.9903,53.307,49.306,67.943,61.823
2.8096,45.946,59.406,51.429,60.463
4.3403,56.701,64.055,70.395,72.006
3.3433,55.747,63.589,68.559,73.248
3.4354,96.519,83.044,88.793,78.417
3.5866,83.266,69.781,82.996,71.335
2.9836,-23.011,7.5673,7.8125,26.314
2.7081,87.517,71.354,79.602,70.664
3.4944,69.227,62.842,81.2,70.498
3.3794,69.546,62.742,90.045,74.917
3.329,77.665,69.096,79.204,72.77
4.4386,49.43,48.105,53.074,50.881
3.0076,27.234,27.309,12.315,22.614
2.4307,15.247,30.621,26.111,36.452
2.4167,46.983,44.996,60.571,49.184
3.323,48.29,47.551,10.8,28.968
4.0426,12.702,29.425,18.478,33.256
4.3307,40.093,46.123,37.179,45.868
3.0742,55.283,53.545,58.5,53.883
2.2497,21.723,31.769,22.981,30.317
2.6781,34.313,35.187,10.383,21.544
3.551,45.2,37.316,58.566,42.316
4.0353,25.007,29.89,37.037,38.782
3.8473,95.25,75.085,92.395,71.569
2.9455,85.911,75.791,85.354,76.188
2.0193,97.507,83.439,89.241,76.19
3.4906,39.475,43.25,39.615,41.703
3.7249,-0.19951,23.821,7.6923,28.082
3.7934,24.254,35.034,32.453,37.476
3.1005,61.565,58.647,9.1346,30.728
2.5503,50.449,59.535,61.798,61.472
2.0308,96.857,93.777,85.811,82.639
3.3586,89.816,80.433,78.161,71.589
2.4553,97.133,78.898,76.555,67.431
2.9717,60.916,53.449,57.798,52.978
3.4744,52.707,49.545,61.088,51.656
2.8477,48.765,51.516,57.143,54.092
1.1926,76.417,76.556,72.439,72.428
2.9505,91.283,83.266,71.805,72.504
3.7805,54.237,56.597,71.429,65.069
3.4328,31.301,40.407,30.216,42.143
3.1048,43.715,50.421,47.863,54.91
2.0006,67.125,63.365,69.333,67.962
1.5968,41.111,50.698,59.701,62.254
3.24,37.321,41.9,48.76,53.505
3.7552,25.467,41.385,34.137,47.491
3.5714,76.956,71.413,76.078,71.061
1.9247,77.844,75.898,92.105,83.973
1.7072,73.321,66.451,77.311,69.685
1.8121,101.21,88.73,88.112,81.002
0.89954,102.74,96.377,93.939,90.737
