3.133,-83.429,-70.294,24.845,30.672
9.7994,-83.429,-64.895,71.809,58.359
13.516,-3.2864,-1.1437,78.559,68.193
9.6817,48.645,47.484,61.89,63.095
12.71,51.549,50.603,69.95,60.716
12.907,38.654,38.675,48.574,47.863
11.86,0,14.033,33.888,37.518
13.179,0,15.583,36.373,35.451
12.052,37.056,37.175,31.796,28.666
10.799,56.412,52.814,27.928,24.97
8.4839,78.727,67.658,37.327,37.867
5.8087,64.353,59.579,63.495,58.348
10.563,32.16,32.275,77.528,64.796
2.8389,33.729,29.933,80.755,70.947
1.2706,33.729,32.281,80.755,76.802
1.9343,-46.771,-31.762,6.0403,22.659
1.5578,-43.387,-19.727,6.1069,25.197
1.9624,1.2367,1.3289,45.783,42.273
2.5079,-43.662,-11.697,8.6957,36.146
2.5886,-43.662,-30.091,69.652,62.055
1.5038,-43.662,-33.679,57.143,59.264
9.7998,-83.429,-73.375,11.018,28.787
5.8011,21.341,21.448,38.33,51.973
2.9463,105.07,81.69,85.366,72.908
2.5482,171.78,122.69,94.801,73.42
5.7531,71.101,66.854,39.709,39.448
2.4645,28.379,35.122,25.751,36.646
3.0375,34.127,36.404,38.462,39.127
3.0481,35.997,36.115,15.574,25.125
5.6649,-29.579,-5.0042,6.6667,17.882
1.8603,64.76,49.306,41.748,41.679
2.5026,-41.119,-12.42,9.6257,20.502
3.3454,-65.131,-29.352,8.9744,16.707
2.8237,33.683,17.12,38.554,35.55
4.7946,-14.222,-12.43,44.986,39.139
3.025,64.412,49.462,60.987,50.518
2.2044,35.84,26.938,48.454,39.707
2.5617,7.6493,7.7463,17.04,21.606
3.575,38.818,28.912,42.857,43.633
3.295,2.877,4.1534,70.222,57.752
4.145,37.668,37.788,22.368,31.939
3.0414,22.282,33.138,18.705,28.494
3.6388,55.206,50.816,37.549,42.095
3.4576,60.076,56.625,71.053,68.796
3.6473,17.062,17.166,69.038,60.217
3.6711,62.994,47.381,64.539,48.685
2.6967,24.194,37.997,19.917,33.152
2.6417,83.62,67.745,55,50.52
4.514,55.519,62.433,84.286,75.954
3.5421,90.759,59.371,94.468,76.169
4.0305,54.755,47.451,6.0498,19.772
3.5815,50.227,50.898,60.816,50.798
3.0345,66.053,65.675,59.353,57.261
3.2192,54.226,59.048,47.479,56.878
3.2371,84.091,64.918,83.539,74.928
3.9661,17.824,37.981,6.9686,22.287
2.3576,83.137,74.356,67.826,62.776
2.505,88.847,85.866,76.119,73.618
2.8326,69.833,69.49,54.852,61.85
3.1526,31.857,30.97,79.443,69.337
2.9746,64.214,66.873,56.322,56.634
3.0489,86.677,86.833,76.695,76.694
2.8274,100.9,94.539,91.866,84.103
3.3651,70.314,65.483,72.84,69.7
3.5774,15.841,15.944,57.364,59.966
2.0878,62.775,62.786,55.612,57.375
3.3069,96.291,83.363,91.342,76.28
2.0661,102.15,76.618,70.683,63.406
3.0722,31.711,26.076,38.889,42.285
1.8967,48.489,40.372,62.651,57.808
2.4047,24.973,34.689,28.926,39.094
2.6033,23.056,24.003,18.321,26.73
3.1122,-68.87,-32.947,8.9744,16.915
2.4219,-58.091,-44.863,8.3799,13.563
3.3675,5.5833,12.449,9.622,25.547
3.5211,-10.057,-9.9738,18.113,15.623
1.7682,0,-13.073,10.638,11.606
2.5797,24.347,24.457,57.044,57.043
