4.37,-57.439,-39.969,7.716,9.3353
2.5169,-24.695,-7.1601,10.345,19.02
1.8604,102.47,81.56,87.283,75.2
2.31,82.642,70.964,94.479,82.298
3.5829,-73.952,-31.103,8.4507,26.806
2.898,-39.924,-12.601,8.0972,19.374
4.6335,46.463,34.32,17.831,22.591
1.5956,57.302,57.385,51.034,46.527
1.6548,85.852,82.914,67.785,67.178
0.93378,-9.0668,26.651,4.4776,31.963
1.7531,99.106,87.888,82.857,77.647
0.87402,108.87,105.6,92.647,91.19
2.37,96.365,81.052,90.964,80.622
3.6438,86.208,87.955,91.064,88.246
2.555,113.44,104.36,92.195,88.836
2.8302,54.291,63.371,81.857,81.949
2.9752,67.007,72.851,66.135,71.287
3.7289,98.767,88.889,85.145,77.69
3.2115,56.792,54.514,80,80.247
2.4632,115.02,87.762,77.523,71.842
5.0114,35.319,55.318,37.318,49.843
2.5598,-9.1517,6.5938,87.037,83.093
3.0285,27.667,26.758,90.187,77.329
3.723,58.969,47.452,45.6,48.734
3.1632,13.292,13.395,59.216,60.392
3.309,-83.293,-24.358,11.489,29.68
3.4639,60.231,39.917,48.955,38.546
3.611,117.95,83.864,59.77,52.114
3.8755,46.396,47.894,19.763,26.191
2.2015,14.385,11.897,14.783,17.385
3.5134,152.74,124.38,71.93,57.467
3.5795,68.105,70.026,15.859,28.198
2.2816,16.367,29.892,18.298,26.57
3.6646,92.667,92.859,47.561,47.573
3.1531,45.827,60.113,32.775,43.007
2.2624,79.196,75.657,77.465,68.372
3.7666,112.02,101.42,24.818,34.382
2.7068,84.645,81.559,92.424,72.945
2.4473,105.79,93.029,90.625,82.489
3.6137,136.14,114.27,46.484,40.37
3.9565,26.647,55.372,8.3601,30.228
2.21,77.804,55.639,69.565,58.159
2.9817,110.95,106.55,54.651,53.858
3.2083,74.121,74.292,36.864,41.274
2.531,53.215,44.722,47.5,40.658
3.6149,85.763,69.169,74.157,64.332
2.3957,82.278,61.416,64.904,54.156
2.7554,23.857,28.089,32.389,32.241
3.1363,25.156,26.604,87.681,72.511
2.9703,-64.812,-11.315,8.5973,29.435
2.2775,56.242,42.843,21.466,28.236
2.4459,38.461,38.454,64.706,64.022
2.8198,54.516,46.278,51.394,55.233
2.672,73.27,62.822,61.472,55.579
1.383,37.086,37.215,59.155,59.169
4.1166,35.711,43.802,53.604,58.517
2.8234,102.03,85.301,85.862,75.22
1.2098,35.711,39.528,61.957,61.443
1.2054,57.819,57.971,67.141,67.156
