4.78,0.016651
7.0955,0.011818
9.411,0.016112
11.727,0.0031794
14.042,0.016217
16.358,0.012062
18.673,0.0046124
20.989,0.0088543
23.304,0.011479
25.62,0.013089
27.935,0.014635
30.251,0.014205
32.566,0.013908
34.882,0.017233
37.197,0.01566
39.513,0.023593
41.828,0.028785
44.144,0.022287
46.459,0.015966
48.775,0.023994
51.09,0.026942
53.406,0.024756
55.721,0.030315
58.037,0.022886
60.352,0.023368
62.668,0.031433
64.983,0.037527
67.299,0.024101
69.614,0.029616
71.93,0.033765
74.245,0.029519
76.561,0.026678
78.876,0.022395
81.192,0.038223
83.507,0.047753
85.823,0.035734
88.138,0.041984
90.454,0.050511
92.769,0.063276
95.085,0.052959
97.4,0.0019183
