21.4,0.0075634
23.195,0.0076184
24.99,0.013574
26.785,0.0019332
28.58,0.0098718
30.375,0.0065722
32.17,0.025697
33.965,0.013775
35.76,0.0047503
37.555,0.013628
39.35,0.019633
41.145,0.01895
42.94,0.023533
44.735,0.018467
46.53,0.026475
48.325,0.024492
50.12,0.029669
51.915,0.015113
53.71,0.027526
55.505,0.031804
57.3,0.028245
59.095,0.037611
60.89,0.029738
62.685,0.031655
64.48,0.0232
66.275,0.042663
68.07,0.032611
69.865,0.03738
71.66,0.042301
73.455,0.043095
75.25,0.053421
77.045,0.043654
78.84,0.046365
80.635,0.037586
82.43,0.027703
84.225,0.042603
86.02,0.028086
87.815,0.021034
89.61,0.0088053
91.405,0
93.2,0.0015985
