-10.5,0.0022276
-5.8375,0
-1.175,0.0058371
3.4875,0.0022207
8.15,0.0062475
12.813,0.014717
17.475,0.024162
22.137,0.025184
26.8,0.032704
31.462,0.025366
36.125,0.055527
40.787,0.044989
45.45,0.034165
50.112,0.052718
54.775,0.04535
59.438,0.063361
64.1,0.056061
68.762,0.061267
73.425,0.056928
78.087,0.075191
82.75,0.051599
87.413,0.056353
92.075,0.058052
96.738,0.037703
101.4,0.044451
106.06,0.0067473
110.73,0.016429
115.39,0.0093297
120.05,0.0033423
124.71,0.0056921
129.38,0.0078562
134.04,0.0018403
138.7,0.0050125
143.36,0.0025556
148.03,0.0024795
152.69,0.0038885
157.35,0
162.01,0
166.68,0
171.34,0
176,0.0024466
