-51.132,6.8516e-05
-49.848,0
-48.565,0.0019541
-47.282,0
-45.999,0.0011076
-44.716,0
-43.433,0
-42.15,0
-40.866,0.00087136
-39.583,0
-38.3,0
-37.017,0
-35.734,0.001954
-34.451,0.00029985
-33.168,0.00082977
-31.885,0.0011001
-30.601,0.0011832
-29.318,0
-28.035,0
-26.752,0
-25.469,0.0006598
-24.186,0
-22.903,0
-21.619,0
-20.336,0.00031063
-19.053,0
-17.77,0.00023968
-16.487,0
-15.204,0
-13.921,0.00093043
-12.637,0.0025474
-11.354,0.00070209
-10.071,0
-8.788,0
-7.5049,0.00050186
-6.2218,0.0011296
-4.9386,0.00049986
-3.6555,0
-2.3723,0
-1.0892,0
0.19393,0.0003913
1.4771,0.00028305
2.7602,0.00065703
4.0433,0.00038076
5.3265,0.00067661
6.6096,0.0019842
7.8928,0.0004785
9.1759,0.00072241
10.459,0.0016583
11.742,0.0038093
13.025,0.00042896
14.308,0
15.592,0.0020907
16.875,0.0012903
18.158,0.0023754
19.441,0.0010776
20.724,0.0035216
22.007,0.0032793
23.29,0.005696
24.574,0.0014006
25.857,0.0078816
27.14,0.0076972
28.423,0.0072651
29.706,0.0058528
30.989,0.0028896
32.272,0.0043914
33.556,0.0073825
34.839,0.010156
36.122,0.011069
37.405,0.0062902
38.688,0.012917
39.971,0.013922
41.254,0.0081997
42.537,0.013735
43.821,0.012876
45.104,0.014378
46.387,0.01937
47.67,0.021657
48.953,0.019088
50.236,0.020454
51.519,0.012816
52.803,0.01397
54.086,0.018878
55.369,0.018939
56.652,0.017846
57.935,0.024023
59.218,0.019159
60.501,0.017881
61.785,0.01595
63.068,0.022658
64.351,0.020475
65.634,0.02071
66.917,0.016882
68.2,0.021726
69.483,0.019895
70.767,0.024891
72.05,0.021873
73.333,0.015454
74.616,0.0164
75.899,0.022104
77.182,0.023319
78.465,0.013064
79.748,0.014624
81.032,0.018268
82.315,0.021086
83.598,0.018065
84.881,0.017594
86.164,0.019193
87.447,0.023228
88.73,0.014431
90.014,0.013676
91.297,0.014765
92.58,0.015303
93.863,0.018546
95.146,0.011789
96.429,0.0088696
97.712,0.011275
98.996,0.0053934
100.28,0.004781
101.56,0.0094521
102.84,0.006096
104.13,0.0027583
105.41,0.0034056
106.69,0.0044925
107.98,0.0027903
109.26,0.0034684
110.54,0.0019513
111.83,0.0019266
113.11,0.00081605
114.39,0.0014235
115.68,0.00019817
116.96,0.0014558
118.24,0.0012728
119.53,0.00099135
120.81,0.0013736
122.09,0.0010007
123.38,0
124.66,0.00025605
125.94,0.00051167
127.22,0.00057955
128.51,0
129.79,0.00042801
131.07,0.00016463
132.36,0.00087804
133.64,0.0011702
134.92,0.00043606
136.21,0.00029622
137.49,0
138.77,0
140.06,0
141.34,0
142.62,0
143.91,0
145.19,0
146.47,0
147.75,0
149.04,0
150.32,0
151.6,0
152.89,0
154.17,0
155.45,0
156.74,0
158.02,0
159.3,0
160.59,0.00041413
161.87,0.00039968
163.15,0
164.44,0.00047641
165.72,0
167,0.00047481
168.28,0
169.57,0
170.85,0
172.13,0.00041127
173.42,0
174.7,0
175.98,0
177.27,0
178.55,0
179.83,0
181.12,0
182.4,0
183.68,0.00032101
184.97,0
186.25,0
187.53,0.00036452
188.82,0
190.1,0
191.38,0
192.66,0
193.95,0
195.23,0
196.51,0.00049738
197.8,0
199.08,0.0005395
200.36,0
201.65,0
202.93,0
204.21,0
205.5,0.00014414
